1999.08.29,00:00,109.700,110.470,108.660,110.040,19073
1999.09.05,00:00,109.570,111.420,107.560,108.720,35331
1999.09.12,00:00,108.850,109.160,103.190,107.180,39967
1999.09.19,00:00,107.670,108.220,103.470,104.200,36287
1999.09.26,00:00,105.520,107.300,103.900,105.140,34891
1999.10.03,00:00,105.080,108.000,104.600,107.370,31152
1999.10.10,00:00,107.410,108.020,105.200,105.250,30668
1999.10.17,00:00,105.300,106.690,104.790,105.880,31314
1999.10.24,00:00,105.860,106.230,103.670,104.020,34454
1999.10.31,00:00,104.180,106.650,103.410,105.930,35020
1999.11.07,00:00,106.140,106.410,104.370,105.330,30159
1999.11.14,00:00,105.310,106.580,104.570,106.400,27151
1999.11.21,00:00,106.300,106.590,101.260,101.820,30888
1999.11.28,00:00,102.440,104.050,101.340,102.790,36137
1999.12.05,00:00,102.630,103.480,102.030,102.190,27493
1999.12.12,00:00,102.450,103.800,102.250,103.250,24332
1999.12.19,00:00,103.140,103.470,101.300,102.910,27307
1999.12.26,00:00,102.780,102.970,101.800,102.260,19862
2000.01.02,00:00,102.140,105.920,101.390,105.410,29324
2000.01.09,00:00,105.110,106.600,104.330,105.930,29930
2000.01.16,00:00,105.850,106.110,104.420,104.860,27726
2000.01.23,00:00,105.120,107.270,104.550,107.190,30457
2000.01.30,00:00,107.060,109.070,106.590,107.170,30375
2000.02.06,00:00,107.220,109.780,107.200,108.820,35377
2000.02.13,00:00,108.870,111.270,108.050,110.980,30089
2000.02.20,00:00,110.760,111.730,110.090,110.280,30235
2000.02.27,00:00,109.620,110.380,106.550,107.730,34866
2000.03.05,00:00,107.820,108.150,105.780,106.330,34183
2000.03.12,00:00,106.290,106.800,104.610,106.740,32218
2000.03.19,00:00,106.910,107.820,106.240,106.870,31460
2000.03.26,00:00,106.860,107.170,102.030,102.770,34495
2000.04.02,00:00,103.360,105.770,102.840,105.420,30289
2000.04.09,00:00,105.390,107.150,104.720,104.800,30656
2000.04.16,00:00,104.290,105.910,103.230,105.770,31851
2000.04.23,00:00,105.820,108.310,105.060,108.090,33394
2000.04.30,00:00,107.800,109.660,107.230,108.540,31476
2000.05.07,00:00,108.770,110.080,107.670,108.180,36167
2000.05.14,00:00,108.670,110.040,106.370,106.900,34087
2000.05.21,00:00,107.130,107.990,106.390,107.150,36772
2000.05.28,00:00,107.020,109.060,106.050,108.030,33720
2000.06.04,00:00,108.010,108.290,105.030,107.090,36364
2000.06.11,00:00,106.800,107.200,105.870,106.370,34446
2000.06.18,00:00,106.420,106.510,103.900,104.760,35935
2000.06.25,00:00,104.610,106.370,104.270,106.090,36240
2000.07.02,00:00,106.090,107.970,105.270,107.920,35518
2000.07.09,00:00,107.870,108.480,106.560,108.090,36290
2000.07.16,00:00,107.720,109.200,107.300,109.010,36798
2000.07.23,00:00,108.740,109.820,108.460,109.700,36031
2000.07.30,00:00,109.600,109.800,107.920,108.580,36435
2000.08.06,00:00,108.570,109.270,107.470,108.500,33097
2000.08.13,00:00,108.650,109.640,108.060,108.350,35522
2000.08.20,00:00,108.280,108.770,106.560,106.840,35252
2000.08.27,00:00,106.770,106.850,105.560,105.890,30443
