2015.12.09,03:00,122.873,122.873,122.738,122.766,2103
2015.12.09,04:00,122.763,122.836,122.758,122.789,1402
2015.12.09,05:00,122.786,122.810,122.691,122.698,1254
2015.12.09,06:00,122.699,122.747,122.632,122.726,1546
2015.12.09,07:00,122.727,122.767,122.677,122.707,1239
2015.12.09,08:00,122.706,122.755,122.636,122.723,1678
2015.12.09,09:00,122.719,122.829,122.705,122.748,3067
2015.12.09,10:00,122.747,122.801,122.645,122.692,2617
2015.12.09,11:00,122.693,122.725,122.600,122.656,1979
2015.12.09,12:00,122.658,122.694,122.594,122.621,1811
2015.12.09,13:00,122.622,122.622,122.442,122.486,2136
2015.12.09,14:00,122.485,122.495,121.997,122.099,3533
2015.12.09,15:00,122.087,122.162,121.828,122.040,5130
2015.12.09,16:00,122.030,122.256,121.976,122.081,4582
2015.12.09,17:00,122.082,122.095,121.755,121.857,3914
2015.12.09,18:00,121.859,121.928,121.384,121.397,4317
2015.12.09,19:00,121.387,121.495,121.081,121.122,5957
2015.12.09,20:00,121.124,121.243,121.066,121.155,4191
2015.12.09,21:00,121.156,121.431,121.151,121.411,3709
2015.12.09,22:00,121.412,121.487,121.373,121.432,1528
2015.12.09,23:00,121.433,121.653,121.429,121.632,1522
2015.12.10,00:00,121.611,121.741,121.563,121.689,1949
2015.12.10,01:00,121.685,121.718,121.435,121.451,3274
2015.12.10,02:00,121.452,121.573,121.264,121.536,2906
2015.12.10,03:00,121.534,121.567,121.456,121.567,2013
2015.12.10,04:00,121.568,121.660,121.559,121.604,1633
2015.12.10,05:00,121.602,121.673,121.599,121.663,1201
2015.12.10,06:00,121.662,121.692,121.552,121.651,1491
2015.12.10,07:00,121.652,121.683,121.595,121.620,1698
2015.12.10,08:00,121.616,121.815,121.610,121.737,2243
2015.12.10,09:00,121.741,121.855,121.623,121.755,3075
2015.12.10,10:00,121.757,121.817,121.702,121.743,2332
2015.12.10,11:00,121.744,121.780,121.633,121.662,2813
2015.12.10,12:00,121.661,121.673,121.333,121.401,2825
2015.12.10,13:00,121.406,121.435,121.236,121.412,2927
2015.12.10,14:00,121.413,121.537,121.256,121.301,3555
2015.12.10,15:00,121.302,121.530,121.301,121.415,4617
2015.12.10,16:00,121.420,121.616,121.351,121.503,4543
2015.12.10,17:00,121.505,121.512,121.392,121.442,3332
2015.12.10,18:00,121.446,121.460,121.361,121.449,2422
2015.12.10,19:00,121.451,121.542,121.381,121.495,2444
2015.12.10,20:00,121.494,121.642,121.484,121.616,1627
2015.12.10,21:00,121.611,121.652,121.563,121.563,1833
2015.12.10,22:00,121.559,121.651,121.551,121.557,1052
