2008.08.22,00:00,108.470,110.140,108.420,110.050,6374
2008.08.25,00:00,110.030,110.270,109.020,109.300,9527
2008.08.26,00:00,109.310,109.920,109.140,109.660,12409
2008.08.27,00:00,109.650,109.890,108.700,109.520,13534
2008.08.28,00:00,109.530,109.720,108.770,109.460,13489
2008.08.29,00:00,109.470,109.570,108.420,108.800,12570
2008.09.01,00:00,108.310,108.670,107.620,108.160,13056
2008.09.02,00:00,108.150,109.180,107.790,108.600,15952
2008.09.03,00:00,108.610,109.090,108.100,108.220,14548
2008.09.04,00:00,108.240,108.570,106.230,106.450,17646
2008.09.05,00:00,106.440,107.740,105.520,107.740,25798
2008.09.08,00:00,108.960,109.080,107.740,108.160,24334
2008.09.09,00:00,108.140,108.190,106.660,106.810,21200
2008.09.10,00:00,106.780,107.930,106.610,107.780,21440
2008.09.11,00:00,107.770,107.860,106.060,107.160,25519
2008.09.12,00:00,107.170,107.980,106.720,107.930,16572
2008.09.15,00:00,105.970,106.920,104.270,104.380,35717
2008.09.16,00:00,104.360,106.380,103.540,105.550,38478
2008.09.17,00:00,105.560,106.710,104.130,104.330,36718
2008.09.18,00:00,104.320,105.780,103.990,105.560,35262
2008.09.19,00:00,105.550,108.020,105.400,107.440,29304
2008.09.22,00:00,106.870,107.160,105.150,105.420,23934
2008.09.23,00:00,105.440,106.060,105.160,105.810,14334
2008.09.24,00:00,105.820,106.340,105.350,106.190,16536
2008.09.25,00:00,106.210,107.010,105.460,106.470,20090
2008.09.26,00:00,106.480,106.520,105.030,106.010,20361
2008.09.29,00:00,106.230,106.960,103.960,103.990,27065
2008.09.30,00:00,103.980,106.500,103.490,105.980,24512
2008.10.01,00:00,106.000,106.530,105.330,105.830,22983
2008.10.02,00:00,105.820,106.290,105.080,105.350,24034
2008.10.03,00:00,105.340,106.140,104.520,105.310,23209
2008.10.06,00:00,104.890,105.170,100.220,101.520,45127
2008.10.07,00:00,101.470,103.290,101.070,101.550,46003
2008.10.08,00:00,101.570,101.690,98.590,99.150,59951
2008.10.09,00:00,99.160,101.480,99.120,99.620,45922
2008.10.10,00:00,99.600,100.740,97.910,100.670,54218
2008.10.13,00:00,100.890,102.170,99.560,101.990,23450
2008.10.14,00:00,102.000,103.060,101.500,102.140,25000
2008.10.15,00:00,102.130,102.160,99.570,99.880,34199
2008.10.16,00:00,99.870,101.730,99.270,101.680,47208
2008.10.17,00:00,101.700,101.830,100.600,101.670,26293
2008.10.20,00:00,101.600,102.410,101.350,102.110,25804
2008.10.21,00:00,102.090,102.150,100.050,100.370,24223
2008.10.22,00:00,100.390,100.570,97.220,98.010,30352
2008.10.23,00:00,97.980,98.300,95.930,97.980,32295
2008.10.24,00:00,97.960,97.960,90.920,94.310,48434
2008.10.27,00:00,93.020,94.470,92.050,93.220,40007
2008.10.28,00:00,93.240,99.680,92.650,98.180,38662
2008.10.29,00:00,98.170,98.470,96.070,97.370,41006
2008.10.30,00:00,97.380,99.110,97.320,98.630,33693
2008.10.31,00:00,98.620,99.110,96.350,98.460,32925
2008.11.03,00:00,98.260,99.630,98.210,99.270,27226
2008.11.04,00:00,99.280,100.540,98.360,99.770,37336
2008.11.05,00:00,99.780,99.930,97.750,97.990,45633
2008.11.06,00:00,97.980,98.670,97.380,97.440,39956
2008.11.07,00:00,97.450,98.670,96.760,98.220,24873
2008.11.10,00:00,98.940,99.480,97.600,98.000,31384
2008.11.11,00:00,98.010,98.290,97.300,97.600,30769
2008.11.12,00:00,97.610,98.070,94.470,94.630,39873
2008.11.13,00:00,94.650,98.180,94.610,97.700,41524
2008.11.14,00:00,97.690,98.080,96.080,97.070,34579
2008.11.17,00:00,96.270,97.550,95.940,96.270,34066
2008.11.18,00:00,96.260,97.410,96.010,96.900,32820
2008.11.19,00:00,96.920,97.080,95.560,95.750,27300
2008.11.20,00:00,95.770,96.240,93.550,94.170,36834
2008.11.21,00:00,94.150,95.990,93.650,95.960,37107
2008.11.24,00:00,95.980,97.430,94.930,97.080,28375
2008.11.25,00:00,97.060,97.080,94.940,95.290,29278
2008.11.26,00:00,95.300,95.930,94.590,95.400,25606
2008.11.27,00:00,95.410,95.710,94.990,95.320,13716
2008.11.28,00:00,95.330,95.740,95.140,95.520,14519
2008.12.01,00:00,95.540,95.550,92.880,92.990,14176
2008.12.02,00:00,93.000,93.810,92.640,93.160,15075
2008.12.03,00:00,93.150,93.610,92.540,93.310,15348
2008.12.04,00:00,93.300,93.410,92.060,92.270,14515
2008.12.05,00:00,92.260,93.370,91.590,92.820,13201
2008.12.08,00:00,92.700,93.900,92.570,92.920,12591
2008.12.09,00:00,92.910,93.050,91.930,92.300,10951
2008.12.10,00:00,92.290,93.020,92.180,92.770,9769
2008.12.11,00:00,92.780,92.870,91.160,91.470,10736
2008.12.12,00:00,91.460,91.850,88.530,91.170,16020
2008.12.15,00:00,90.990,91.340,90.240,90.590,15780
2008.12.16,00:00,90.600,90.730,88.630,88.970,12536
2008.12.17,00:00,88.980,89.210,87.130,87.330,15852
2008.12.18,00:00,87.340,90.030,87.260,89.560,25343
2008.12.19,00:00,89.550,89.840,88.410,89.310,30986
2008.12.22,00:00,89.280,90.460,89.250,90.220,12747
2008.12.23,00:00,90.210,90.970,89.890,90.880,9152
2008.12.24,00:00,90.870,90.950,90.230,90.710,7385
2008.12.26,00:00,90.400,90.780,90.330,90.770,2479
2008.12.29,00:00,90.630,90.710,89.720,90.640,8601
2008.12.30,00:00,90.650,90.920,89.980,90.180,7990
2008.12.31,00:00,90.200,90.860,90.100,90.750,5685
2009.01.02,00:00,91.170,92.410,90.790,91.820,7198
2009.01.05,00:00,92.120,93.580,91.800,93.190,13765
2009.01.06,00:00,93.180,94.610,92.830,93.430,14067
2009.01.07,00:00,93.440,94.130,92.320,92.570,14402
2009.01.08,00:00,92.580,92.910,90.840,91.200,15000
2009.01.09,00:00,91.210,91.650,90.150,90.380,19696
2009.01.12,00:00,90.040,90.250,88.880,89.340,16065
2009.01.13,00:00,89.330,89.870,88.790,89.370,19401
2009.01.14,00:00,89.380,89.960,88.600,88.920,17844
2009.01.15,00:00,88.910,90.020,88.470,89.880,19987
2009.01.16,00:00,89.870,90.900,89.830,90.710,17751
2009.01.19,00:00,91.000,91.290,90.150,90.550,14170
2009.01.20,00:00,90.560,90.960,89.670,89.720,19715
2009.01.21,00:00,89.710,90.150,87.120,89.370,21376
2009.01.22,00:00,89.360,89.550,88.060,88.860,22507
2009.01.23,00:00,88.850,89.620,87.980,88.740,21455
2009.01.26,00:00,88.400,89.680,88.250,89.070,22846
2009.01.27,00:00,89.060,90.060,88.420,89.120,21172
2009.01.28,00:00,89.110,90.740,88.870,90.400,17976
2009.01.29,00:00,90.390,90.640,89.460,90.030,17212
2009.01.30,00:00,90.020,90.070,89.150,89.900,20603
2009.02.02,00:00,89.680,89.970,88.800,89.360,17571
2009.02.03,00:00,89.370,89.960,88.580,89.360,18490
2009.02.04,00:00,89.370,89.770,88.810,89.310,19283
2009.02.05,00:00,89.320,92.230,89.210,91.100,19168
2009.02.06,00:00,91.110,92.190,90.720,91.880,19217
2009.02.09,00:00,92.110,92.400,90.880,91.460,34637
2009.02.10,00:00,91.470,91.660,90.110,90.300,33039
2009.02.11,00:00,90.310,90.760,89.700,90.390,22239
2009.02.12,00:00,90.380,91.110,89.800,90.800,25153
2009.02.13,00:00,90.810,92.150,90.530,91.850,22520
2009.02.16,00:00,91.810,92.070,91.420,91.670,14867
2009.02.17,00:00,91.670,92.740,91.550,92.360,25095
2009.02.18,00:00,92.370,93.950,92.080,93.620,24534
2009.02.19,00:00,93.620,94.460,93.290,94.060,25875
2009.02.20,00:00,94.040,94.380,92.500,93.330,21957
2009.02.23,00:00,93.510,94.940,92.760,94.360,41280
2009.02.24,00:00,94.430,96.920,94.250,96.740,52009
2009.02.25,00:00,96.740,97.770,96.350,97.420,41983
2009.02.26,00:00,97.410,98.700,97.310,98.510,35934
2009.02.27,00:00,98.520,98.520,96.840,97.570,42929
2009.03.02,00:00,97.650,97.890,96.910,97.060,39896
2009.03.03,00:00,97.080,98.580,96.980,98.200,37631
2009.03.04,00:00,98.200,99.470,98.180,99.140,33881
2009.03.05,00:00,99.110,99.670,97.710,98.030,33938
2009.03.06,00:00,98.030,98.500,96.560,98.240,35104
2009.03.09,00:00,98.260,99.180,97.890,98.930,31864
2009.03.10,00:00,98.960,99.130,97.890,98.680,33812
2009.03.11,00:00,98.690,98.840,97.030,97.410,34645
2009.03.12,00:00,97.420,98.520,95.650,97.670,48573
2009.03.13,00:00,97.680,98.650,97.130,98.000,40786
2009.03.16,00:00,98.080,98.630,97.960,98.240,36267
2009.03.17,00:00,98.250,98.960,98.160,98.700,36932
2009.03.18,00:00,98.710,98.830,95.660,96.170,42177
2009.03.19,00:00,96.180,96.590,93.530,94.520,55249
2009.03.20,00:00,94.540,96.250,94.140,95.930,32261
2009.03.23,00:00,95.660,97.350,95.640,96.930,34445
2009.03.24,00:00,96.940,98.550,96.920,98.110,40919
2009.03.25,00:00,98.120,98.340,96.990,97.510,39569
2009.03.26,00:00,97.510,98.860,97.480,98.810,34843
2009.03.27,00:00,98.810,98.830,97.090,97.850,38586
2009.03.30,00:00,98.070,98.300,95.980,97.430,37942
2009.03.31,00:00,97.430,99.350,97.280,98.880,51261
2009.04.01,00:00,98.890,99.450,98.230,98.630,40652
2009.04.02,00:00,98.640,99.890,98.390,99.610,36766
2009.04.03,00:00,99.640,100.360,99.330,100.290,36489
2009.04.06,00:00,100.310,101.430,100.200,101.060,32768
2009.04.07,00:00,101.060,101.060,99.840,100.530,43123
2009.04.08,00:00,100.530,100.850,99.310,99.740,41503
2009.04.09,00:00,99.740,100.560,99.630,100.440,33350
2009.04.10,00:00,100.450,100.710,100.200,100.210,14802
2009.04.13,00:00,100.390,100.710,99.850,100.060,23309
2009.04.14,00:00,100.060,100.410,98.720,98.820,37772
2009.04.15,00:00,98.810,99.650,98.130,99.350,42193
2009.04.16,00:00,99.350,99.500,98.500,99.360,38466
2009.04.17,00:00,99.360,99.740,98.690,99.140,36423
2009.04.20,00:00,99.190,99.400,97.650,97.990,38173
2009.04.21,00:00,97.970,98.900,97.720,98.650,41442
2009.04.22,00:00,98.640,98.730,97.540,97.970,37975
